pair_key,Drug_ID,Drug_Name,drug_name_norm,Food_Herb_ID,Food_Herb_Name,food_herb_name_norm,Type,type_norm,Component,Dose,Time,Relationship_classification,relationship_sources,Experimental_Species,Experimental_Design,Experimental_Individuals_Number,Test_Method,Test_Sample,Potential_Target,Target_ID,has_pmid,has_doi,has_result_text,has_conclusion_text,has_reference,evidence_row_count,n_effects,n_paper_labels,pmid_count,doi_count,has_effect_conflict,has_label_conflict,paper_label,drug_item_text,label_id
D00597__H00494,D00597,Atorvastatin,atorvastatin,H00494,Fagopyrum tataricum,fagopyrum tataricum,Herb,herb,Quercetin,10 mg/kg,Single dose study and multiple dose study,HFDI,HFDI,Rat,,,HPLC,Plasma,,,1,0,1,1,1,2,1,1,2,2,0,0,No known interaction in selected source,atorvastatin [SEP] fagopyrum tataricum [SEP] herb,2
D00601__H00132,D00601,Valsartan,valsartan,H00132,Dysosma veitchii,dysosma veitchii,Herb,herb,Quercetin,10 mg/kg,,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,valsartan [SEP] dysosma veitchii [SEP] herb,1
D00264__H00802,D00264,Nitrazepam,nitrazepam,H00802,Cola acuminata,cola acuminata,Herb,herb,Caffeine,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,nitrazepam [SEP] cola acuminata [SEP] herb,1
D00774__H00617,D00774,Rosuvastatin,rosuvastatin,H00617,Myrrha,myrrha,Herb,herb,Cinnamic Acid,10 mg/kg,,HFDI,HFDI,Rat,,3/group,LC-MS/MS,Plasma,Breast cancer resistance protein (BCRP),Q9UNQ0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,rosuvastatin [SEP] myrrha [SEP] herb,1
D00241__F00162,D00241,Metronidazole,metronidazole,F00162,Grapefruit,grapefruit,Food,food,,,,HFDI,HFDI,Rat,,60,Serum hormone assays/Total oxidative stress and total antioxidant capacity assays of tissue homogenates/Sperm collections and assessments of semen parameters,,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,metronidazole [SEP] grapefruit [SEP] food,1
D00950__H01027,D00950,Trandolapril,trandolapril,H01027,Licorice,licorice,Herb,herb,,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,trandolapril [SEP] licorice [SEP] herb,1
D00583__H00400,D00583,Ranolazine,ranolazine,H00400,Symplocos chinensis,symplocos chinensis,Herb,herb,Quercetin,20 mg/kg,Single dose study,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,ranolazine [SEP] symplocos chinensis [SEP] herb,1
D00299__H00036,D00299,Pioglitazone,pioglitazone,H00036,Herba Patriniae,herba patriniae,Herb,herb,Quercetin,10 mg/kg,,HFDI,HFDI,Rat,,4/group,HPLC,Plasma,CYP3A,P08684,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,pioglitazone [SEP] herba patriniae [SEP] herb,1
D00070__H00458,D00070,Verapamil,verapamil,H00458,Herba Inulae,herba inulae,Herb,herb,Quercetin,15 mg/kg,,HFDI,HFDI,Rabbit,,6/group,HPLC,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,verapamil [SEP] herba inulae [SEP] herb,1
D00594__H00374,D00594,Gemcitabine,gemcitabine,H00374,Herba Lagotidis,herba lagotidis,Herb,herb,Apigenin,50 mg/kg,Five times/week for 3 weeks,HFDI,HFDI,Mice,,5/group,"Histological examination, BrdU incorporation, the TUNEL assays, Tumor tissue nuclear protein extraction, electrophoretic mobility shift assay",Tissues,CYP,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,gemcitabine [SEP] herba lagotidis [SEP] herb,1
D01198__H00731,D01198,Tucatinib,tucatinib,H00731,Herba Taxilli,herba taxilli,Herb,herb,Quercetin,"25, 50, 100 mg/kg",,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP2C8,P10632,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,tucatinib [SEP] herba taxilli [SEP] herb,1
D00010__H00136,D00010,Melatonin,melatonin,H00136,Fructus Meliae Toosendan,fructus meliae toosendan,Herb,herb,Quercetin,15 mg/kg,Before dose,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP1A,Q53G23,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,melatonin [SEP] fructus meliae toosendan [SEP] herb,1
D00894__H00800,D00894,Cyclosporine,cyclosporine,H00800,Lignum Pini Nodi,lignum pini nodi,Herb,herb,Quercetin,50 mg/kg,,HFDI,HFDI,Rat,,6/group,Specific monoclonal fluorescence polarization immunoassay,Blood,CYP3A; P-gp,P08684; Q2M3G0,1,1,1,1,1,5,1,1,5,5,0,0,Use caution,cyclosporine [SEP] lignum pini nodi [SEP] herb,1
D00090__H00036,D00090,Chlorzoxazone,chlorzoxazone,H00036,Herba Patriniae,herba patriniae,Herb,herb,Quercetin,1000 mg,Administration after 10 days of pretreatment,HFDI,HFDI,Homo Sapiens,"Open-label, two-period, sequential study",12,HPLC,Plasma,CYP2E1,P05181,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,chlorzoxazone [SEP] herba patriniae [SEP] herb,1
D00505__F00104,D00505,Olsalazine,olsalazine,F00104,Meal,meal,Food,food,,,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,No known interaction in selected source,olsalazine [SEP] meal [SEP] food,2
D00348__F00104,D00348,Sulfasalazine,sulfasalazine,F00104,Meal,meal,Food,food,,,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,sulfasalazine [SEP] meal [SEP] food,1
D01198__H00759,D01198,Tucatinib,tucatinib,H00759,Crataegi Folium,crataegi folium,Herb,herb,Quercetin,"25, 50, 100 mg/kg",,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP2C8,P10632,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,tucatinib [SEP] crataegi folium [SEP] herb,1
D00597__H00301,D00597,Atorvastatin,atorvastatin,H00301,Cudrania cochinchinensis,cudrania cochinchinensis,Herb,herb,Naringenin,240 mg/kg,,HFDI,HFDI,Rat,,18,UPLC-MS/MS,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,atorvastatin [SEP] cudrania cochinchinensis [SEP] herb,1
D00611__H00297,D00611,Ferrous Sulfate,ferrous sulfate,H00297,Ilex cornuta lindl,ilex cornuta lindl,Herb,herb,Caffeine,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,ferrous sulfate [SEP] ilex cornuta lindl [SEP] herb,1
D00597__F00104,D00597,Atorvastatin,atorvastatin,F00104,Meal,meal,Food,food,,,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,No known interaction in selected source,atorvastatin [SEP] meal [SEP] food,2
D00543__H00197,D00543,Etoposide,etoposide,H00197,Fructus Kochiae,fructus kochiae,Herb,herb,Quercetin,"1, 5, 15 mg/kg",,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A; P-gp,P08684; Q2M3G0,1,0,1,1,1,1,1,1,1,1,0,0,Use caution,etoposide [SEP] fructus kochiae [SEP] herb,1
D00601__H00291,D00601,Valsartan,valsartan,H00291,Alpiniae Officirum Rhizome,alpiniae officirum rhizome,Herb,herb,Quercetin,10 mg/kg,,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,valsartan [SEP] alpiniae officirum rhizome [SEP] herb,1
D01040__H00268,D01040,Selexipag,selexipag,H00268,Radix Glycyrrhizae,radix glycyrrhizae,Herb,herb,Quercetin,2 mg/kg/d,Administration after 7 days of pretreatment,HFDI,HFDI,Dog,,6,LC-MS/MS,Plasma,CYP2C8,P10632,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,selexipag [SEP] radix glycyrrhizae [SEP] herb,1
D00829__H00565,D00829,Tamoxifen,tamoxifen,H00565,Herba Portulacae,herba portulacae,Herb,herb,Kaempferol,10 mg/kg,,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A; P-gp,P08684; Q2M3G0,1,1,1,1,1,3,1,1,3,3,0,0,Use caution,tamoxifen [SEP] herba portulacae [SEP] herb,1
D00597__H00777,D00597,Atorvastatin,atorvastatin,H00777,Calyx Kaki,calyx kaki,Herb,herb,Quercetin,10 mg/kg,Single dose study and multiple dose study,HFDI,HFDI,Rat,,,HPLC,Plasma,,,1,0,1,1,1,2,1,1,2,2,0,0,No known interaction in selected source,atorvastatin [SEP] calyx kaki [SEP] herb,2
D00894__H00852,D00894,Cyclosporine,cyclosporine,H00852,Radix Clematidis,radix clematidis,Herb,herb,Quercetin,50 mg/kg,,HFDI,HFDI,Rat,,6/group,Specific monoclonal fluorescence polarization immunoassay,Blood,CYP3A; P-gp,P08684; Q2M3G0,1,1,1,1,1,5,1,1,5,5,0,0,Use caution,cyclosporine [SEP] radix clematidis [SEP] herb,1
D00945__H00406,D00945,Potassium,potassium,H00406,Phellodendron amurense,phellodendron amurense,Herb,herb,Caffeine,,,HFDI,HFDI,Homo Sapiens,,8,,Plasma/Urine,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,potassium [SEP] phellodendron amurense [SEP] herb,1
D00299__H00646,D00299,Pioglitazone,pioglitazone,H00646,Lycium barbarum,lycium barbarum,Herb,herb,Quercetin,10 mg/kg,,HFDI,HFDI,Rat,,4/group,HPLC,Plasma,CYP3A,P08684,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,pioglitazone [SEP] lycium barbarum [SEP] herb,1
D00329__H00974,D00329,Quetiapine,quetiapine,H00974,Herba Artemisiae Scopariae,herba artemisiae scopariae,Herb,herb,Quercetin,10 mg/kg/d,Administration after 7 days of pretreatment,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,quetiapine [SEP] herba artemisiae scopariae [SEP] herb,1
D00688__H00916,D00688,Methotrexate,methotrexate,H00916,Licorice,licorice,Herb,herb,Glycyrrhizin,150 mg/kg,,HFDI,HFDI,Rat,,5/group,Fluorescence polarization immunoassay,serum,,,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,methotrexate [SEP] licorice [SEP] herb,1
D01322__H00318,D01322,Selpercatinib,selpercatinib,H00318,Hypericum perforatum,hypericum perforatum,Herb,herb,,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,selpercatinib [SEP] hypericum perforatum [SEP] herb,1
D00543__H00878,D00543,Etoposide,etoposide,H00878,Lysimachia capillipes,lysimachia capillipes,Herb,herb,Kaempferol,"4, 12 mg/kg",,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,etoposide [SEP] lysimachia capillipes [SEP] herb,1
D00597__H00483,D00597,Atorvastatin,atorvastatin,H00483,Herba Selaginellae,herba selaginellae,Herb,herb,Quercetin,10 mg/kg,Single dose study and multiple dose study,HFDI,HFDI,Rat,,,HPLC,Plasma,,,1,0,1,1,1,2,1,1,2,2,0,0,No known interaction in selected source,atorvastatin [SEP] herba selaginellae [SEP] herb,2
D00213__H00311,D00213,Losartan,losartan,H00311,Flos Eriocauli,flos eriocauli,Herb,herb,Quercetin,20 mg/kg,Administration after 7 days of pretreatment,HFDI,HFDI,Rat,,6/group,LC-MS,Plasma,CYP; P-gp,NA; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,losartan [SEP] flos eriocauli [SEP] herb,1
D00299__H00329,D00299,Pioglitazone,pioglitazone,H00329,Ramulus Euonymi,ramulus euonymi,Herb,herb,Quercetin,10 mg/kg,,HFDI,HFDI,Rat,,4/group,HPLC,Plasma,CYP3A,P08684,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,pioglitazone [SEP] ramulus euonymi [SEP] herb,1
D00069__H00967,D00069,Caffeine,caffeine,H00967,Alpiniae Oxyphyliae Fructus,alpiniae oxyphyliae fructus,Herb,herb,Chrysin,100 mg/kg,,HFDI,HFDI,Rat,,5/group,LC-MS,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,No known interaction in selected source,caffeine [SEP] alpiniae oxyphyliae fructus [SEP] herb,2
D00583__H00881,D00583,Ranolazine,ranolazine,H00881,Stigma Croci,stigma croci,Herb,herb,Quercetin,20 mg/kg,Single dose study,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,ranolazine [SEP] stigma croci [SEP] herb,1
D00611__H00976,D00611,Ferrous Sulfate,ferrous sulfate,H00976,Siphonostegia chinensis,siphonostegia chinensis,Herb,herb,Vitamin C,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,ferrous sulfate [SEP] siphonostegia chinensis [SEP] herb,1
D00542__H00153,D00542,Paclitaxel,paclitaxel,H00153,Hippophae rhamnoides,hippophae rhamnoides,Herb,herb,Quercetin,"2, 10, 20 mg/kg",,HFDI,HFDI,Rat,,8/group,HPLC,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,paclitaxel [SEP] hippophae rhamnoides [SEP] herb,1
D00543__H01020,D00543,Etoposide,etoposide,H01020,Hypericum lancasteri,hypericum lancasteri,Herb,herb,Quercetin,"1, 5, 15 mg/kg",,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A; P-gp,P08684; Q2M3G0,1,0,1,1,1,1,1,1,1,1,0,0,Use caution,etoposide [SEP] hypericum lancasteri [SEP] herb,1
D00070__H00759,D00070,Verapamil,verapamil,H00759,Crataegi Folium,crataegi folium,Herb,herb,Quercetin,15 mg/kg,,HFDI,HFDI,Rabbit,,6/group,HPLC,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,verapamil [SEP] crataegi folium [SEP] herb,1
D00010__H00847,D00010,Melatonin,melatonin,H00847,Semen Vaccariae,semen vaccariae,Herb,herb,Quercetin,15 mg/kg,Before dose,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP1A,Q53G23,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,melatonin [SEP] semen vaccariae [SEP] herb,1
D00597__H00268,D00597,Atorvastatin,atorvastatin,H00268,Radix Glycyrrhizae,radix glycyrrhizae,Herb,herb,Naringenin,240 mg/kg,,HFDI,HFDI,Rat,,18,UPLC-MS/MS,Plasma,,,1,1,1,1,1,3,2,2,3,3,1,1,Use caution,atorvastatin [SEP] radix glycyrrhizae [SEP] herb,1
D00370__F00001,D00370,Tolbutamide,tolbutamide,F00001,Pomegranate,pomegranate,Food,food,,3 ml,,HFDI,HFDI,Rat,,"Pomegranate Juice group : 5, Control group : 6",HPLC,Serum,CYP2C9,P11712,1,1,1,1,1,3,1,1,3,3,0,0,Use caution,tolbutamide [SEP] pomegranate [SEP] food,1
D00920__F00162,D00920,Vinorelbine,vinorelbine,F00162,Grapefruit,grapefruit,Food,food,,,,FDI-Package Insert,FDI-Package Insert,,,,,,CYP3A4,P08684,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,vinorelbine [SEP] grapefruit [SEP] food,1
D00829__H00733,D00829,Tamoxifen,tamoxifen,H00733,Fructus Mori,fructus mori,Herb,herb,Kaempferol,10 mg/kg,,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A; P-gp,P08684; Q2M3G0,1,1,1,1,1,4,1,1,4,4,0,0,Use caution,tamoxifen [SEP] fructus mori [SEP] herb,1
D00543__H00466,D00543,Etoposide,etoposide,H00466,Hypericum patulum,hypericum patulum,Herb,herb,Quercetin,"1, 5, 15 mg/kg",,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A; P-gp,P08684; Q2M3G0,1,0,1,1,1,1,1,1,1,1,0,0,Use caution,etoposide [SEP] hypericum patulum [SEP] herb,1
D00213__H00471,D00213,Losartan,losartan,H00471,Herba Schizonepetae,herba schizonepetae,Herb,herb,Quercetin,20 mg/kg,Administration after 7 days of pretreatment,HFDI,HFDI,Rat,,6/group,LC-MS,Plasma,CYP; P-gp,NA; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,losartan [SEP] herba schizonepetae [SEP] herb,1
D00531__H00139,D00531,Doxorubicin,doxorubicin,H00139,Radix Cyathulae,radix cyathulae,Herb,herb,Quercetin,"3, 15 mg/kg",,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A; P-gp,P08684; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,doxorubicin [SEP] radix cyathulae [SEP] herb,1
D00741__H00664,D00741,Dabigatran,dabigatran,H00664,Aesculus hippocastanum,aesculus hippocastanum,Herb,herb,Coumarin,,,HFDI,HFDI,,,,,,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,dabigatran [SEP] aesculus hippocastanum [SEP] herb,1
D00245__H00757,D00245,Midazolam,midazolam,H00757,Crataegus pinnatifida,crataegus pinnatifida,Herb,herb,Vitexin,"1.0, 10.0 mg/kg",Cocktail method,HFDI,HFDI,Rat,,6/group,"LC-MS/MS, RT-PCR","Plasma, mRNA expression",CYP3A1,P04800,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,midazolam [SEP] crataegus pinnatifida [SEP] herb,1
D01474__F00103,D01474,Daridorexant,daridorexant,F00103,Alcohol,alcohol,Food,food,Alcohol,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,No known interaction in selected source,daridorexant [SEP] alcohol [SEP] food,2
D00188__H00802,D00188,Phenelzine,phenelzine,H00802,Cola acuminata,cola acuminata,Herb,herb,Caffeine,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,phenelzine [SEP] cola acuminata [SEP] herb,1
D00070__H00487,D00070,Verapamil,verapamil,H00487,Tagetes patula,tagetes patula,Herb,herb,Quercetin,15 mg/kg,,HFDI,HFDI,Rabbit,,6/group,HPLC,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,verapamil [SEP] tagetes patula [SEP] herb,1
D00179__F00104,D00179,Miltefosine,miltefosine,F00104,Meal,meal,Food,food,,,,Dietary Effect-Package Insert,Dietary Effect-Package Insert,,,,,,,,0,0,0,1,1,1,1,1,1,1,0,0,Use caution,miltefosine [SEP] meal [SEP] food,1
D00070__H00538,D00070,Verapamil,verapamil,H00538,Solanum nigrum L.,solanum nigrum l,Herb,herb,Quercetin,15 mg/kg,,HFDI,HFDI,Rabbit,,6/group,HPLC,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,verapamil [SEP] solanum nigrum l [SEP] herb,1
D00551__H00565,D00551,Diltiazem,diltiazem,H00565,Herba Portulacae,herba portulacae,Herb,herb,Quercetin,"2, 10, 20 mg/kg",,HFDI,HFDI,Rabbit,,8/group,HPLC,Plasma,CYP3A4,P08684,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,diltiazem [SEP] herba portulacae [SEP] herb,1
D00699__F00105,D00699,Escitalopram,escitalopram,F00105,High-Fat Meal,high-fat meal,Food,food,Fasted Overnight,,30min after meal,Dietary effects,Dietary effects,Homo Sapiens,"Randomized, single-blind, crossover",24,LC-MS/MS,Plasma,,,1,1,1,1,1,2,1,1,2,2,0,0,No known interaction in selected source,escitalopram [SEP] high-fat meal [SEP] food,2
D01198__H00173,D01198,Tucatinib,tucatinib,H00173,Cuscuta japonica,cuscuta japonica,Herb,herb,Quercetin,"25, 50, 100 mg/kg",,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,CYP2C8,P10632,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,tucatinib [SEP] cuscuta japonica [SEP] herb,1
D00551__H00727,D00551,Diltiazem,diltiazem,H00727,Radix Notoginseng,radix notoginseng,Herb,herb,Quercetin,"2, 10, 20 mg/kg",,HFDI,HFDI,Rabbit,,8/group,HPLC,Plasma,CYP3A4,P08684,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,diltiazem [SEP] radix notoginseng [SEP] herb,1
D00630__H00996,D00630,Talinolol,talinolol,H00996,Flos Genkwa,flos genkwa,Herb,herb,Genistein,1000 mg,Administration after 14 days of pretreatment,HFDI,HFDI,Homo Sapiens,Two-phase randomized crossover study,18,LC-MS,Plasma,CYP3A; P-gp,B2R9K2; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,talinolol [SEP] flos genkwa [SEP] herb,1
D01040__H00098,D01040,Selexipag,selexipag,H00098,Cacumen et Folium Biotae,cacumen et folium biotae,Herb,herb,Quercetin,2 mg/kg/d,Administration after 7 days of pretreatment,HFDI,HFDI,Dog,,6,LC-MS/MS,Plasma,CYP2C8,P10632,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,selexipag [SEP] cacumen et folium biotae [SEP] herb,1
D00539__H00299,D00539,Amineptine,amineptine,H00299,Folium Ilicis Cornutae,folium ilicis cornutae,Herb,herb,Caffeine,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,amineptine [SEP] folium ilicis cornutae [SEP] herb,1
D00149__H00367,D00149,Fexofenadine,fexofenadine,H00367,Capsicum annuum,capsicum annuum,Herb,herb,Capsaicin,3 mg/kg,Administration after 7 days of pretreatment,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,P-gp,Q2M3G0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,fexofenadine [SEP] capsicum annuum [SEP] herb,1
D00389__F00230,D00389,Viloxazine,viloxazine,F00230,Apple,apple,Food,food,,,,HFDI,HFDI,Homo Sapiens,"Randomized, open-label, crossover, three-treatment, three-period study",25,HPLC-MS,Plasma,,,1,1,1,1,1,2,1,1,2,2,0,0,No known interaction in selected source,viloxazine [SEP] apple [SEP] food,2
D01174__H00708,D01174,Edoxaban,edoxaban,H00708,Panax ginseng,panax ginseng,Herb,herb,Ginsenoside Rb,,,HFDI,HFDI,,,,,,CYP3A4; CYP2C9; BCRP,P08684; P11712; Q9UNQ0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,edoxaban [SEP] panax ginseng [SEP] herb,1
D00543__H00499,D00543,Etoposide,etoposide,H00499,flos farfarae,flos farfarae,Herb,herb,Kaempferol,"4, 12 mg/kg",,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,etoposide [SEP] flos farfarae [SEP] herb,1
D01162__H00297,D01162,Vemurafenib,vemurafenib,H00297,Ilex cornuta lindl,ilex cornuta lindl,Herb,herb,Caffeine,,,FDI-Package Insert,FDI-Package Insert,,,,,,CYP1A2,P05177,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,vemurafenib [SEP] ilex cornuta lindl [SEP] herb,1
D00542__H00785,D00542,Paclitaxel,paclitaxel,H00785,Diospyros kaki,diospyros kaki,Herb,herb,Genistein,"3.3, 10 mg/kg",,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A4; CYP2C8,P08684; P10632,1,1,1,1,1,3,1,1,3,3,0,0,Use caution,paclitaxel [SEP] diospyros kaki [SEP] herb,1
D01040__H00923,D01040,Selexipag,selexipag,H00923,Bupleurum smithii var. parvifolium,bupleurum smithii var parvifolium,Herb,herb,Quercetin,2 mg/kg/d,Administration after 7 days of pretreatment,HFDI,HFDI,Dog,,6,LC-MS/MS,Plasma,CYP2C8,P10632,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,selexipag [SEP] bupleurum smithii var parvifolium [SEP] herb,1
D01229__H00318,D01229,Eravacycline,eravacycline,H00318,Hypericum perforatum,hypericum perforatum,Herb,herb,,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,eravacycline [SEP] hypericum perforatum [SEP] herb,1
D00561__H00185,D00561,Captopril,captopril,H00185,Ephedra,ephedra,Herb,herb,,,,FDI-Package Insert,FDI-Package Insert,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,captopril [SEP] ephedra [SEP] herb,1
D00065__H00417,D00065,Buspirone,buspirone,H00417,Pueraria calycina,pueraria calycina,Herb,herb,Puerarin,10 mg/kg,,HFDI,HFDI,Rat,,3/group,HPLC,Plasma,CYP3A4; MRP-2,P08684; Q92887,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,buspirone [SEP] pueraria calycina [SEP] herb,1
D00542__H00375,D00542,Paclitaxel,paclitaxel,H00375,Hedysari Radix,hedysari radix,Herb,herb,Quercetin,"2, 10, 20 mg/kg",,HFDI,HFDI,Rat,,8/group,HPLC,Plasma,,,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,paclitaxel [SEP] hedysari radix [SEP] herb,1
D00741__H01106,D00741,Dabigatran,dabigatran,H01106,Silybum Marianum,silybum marianum,Herb,herb,Silymarin,,,HFDI,HFDI,,,,,,CYP3A4; P-gp,P08684; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,dabigatran [SEP] silybum marianum [SEP] herb,1
D01366__H00778,D01366,Diclofenamide,diclofenamide,H00778,Herba Dendrobii,herba dendrobii,Herb,herb,Potassium,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,diclofenamide [SEP] herba dendrobii [SEP] herb,1
D00531__H00081,D00531,Doxorubicin,doxorubicin,H00081,Mangifera persiciformis,mangifera persiciformis,Herb,herb,Quercetin,"3, 15 mg/kg",,HFDI,HFDI,Rat,,6/group,HPLC,Plasma,CYP3A; P-gp,P08684; Q2M3G0,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,doxorubicin [SEP] mangifera persiciformis [SEP] herb,1
D01282__H00404,D01282,Umbralisib,umbralisib,H00404,flos Sophorae,flos sophorae,Herb,herb,Sophocarpine,20 mg/kg,,HFDI,HFDI,Rat,,6/group,LC-MS/MS,Plasma,Phosphatidylinositol 3-kinase delta; Casein kinase 1 epsilon,O00329; P49680,1,1,1,1,1,2,1,1,2,2,0,0,Use caution,umbralisib [SEP] flos sophorae [SEP] herb,1
D00101__H00018,D00101,Clonazepam,clonazepam,H00018,Paullinia cupana,paullinia cupana,Herb,herb,Caffeine,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,1,1,1,1,1,0,0,Use caution,clonazepam [SEP] paullinia cupana [SEP] herb,1
D01455__F00201,D01455,Sodium Feredetate,sodium feredetate,F00201,Folium camelliae sinensis,folium camelliae sinensis,Food,food,Caffeine,,,Drugbank,Drugbank,,,,,,,,0,0,1,1,1,2,2,1,2,2,1,0,Use caution,sodium feredetate [SEP] folium camelliae sinensis [SEP] food,1
D00576__H00840,D00576,Atomoxetine,atomoxetine,H00840,Senecio chrysanthemoides,senecio chrysanthemoides,Herb,herb,Myricetin,"25, 50, 100 mg/kg",,HFDI,HFDI,Rat,,5/group,LC-MS/MS,Plasma,CYP2D6,P10635,1,1,1,1,1,1,1,1,1,1,0,0,Use caution,atomoxetine [SEP] senecio chrysanthemoides [SEP] herb,1
